Epoch: 0 | Iteration: 0 | Classification loss: 1.44040 | Regression loss: 1.04493 | Running loss: 2.48532
Epoch: 0 | Iteration: 30 | Classification loss: 1.19878 | Regression loss: 0.93867 | Running loss: 2.31770
Epoch: 0 | Iteration: 31 | Classification loss: 1.21085 | Regression loss: 1.01907 | Running loss: 2.31496
Epoch: 0 | Iteration: 32 | Classification loss: 1.16794 | Regression loss: 0.99041 | Running loss: 2.31021
Epoch: 0 | Iteration: 33 | Classification loss: 1.21068 | Regression loss: 0.92553 | Running loss: 2.30509
Epoch: 0 | Iteration: 34 | Classification loss: 1.19869 | Regression loss: 0.85199 | Running loss: 2.29783
Epoch: 0 | Iteration: 35 | Classification loss: 1.20278 | Regression loss: 0.93133 | Running loss: 2.29328
Epoch: 0 | Iteration: 36 | Classification loss: 1.23869 | Regression loss: 0.94673 | Running loss: 2.29036
Epoch: 0 | Iteration: 37 | Classification loss: 1.17482 | Regression loss: 0.82639 | Running loss: 2.28275
Epoch: 0 | Iteration: 38 | Classification loss: 1.19184 | Regression loss: 0.93172 | Running loss: 2.27867
Epoch: 0 | Iteration: 39 | Classification loss: 1.19955 | Regression loss: 0.88333 | Running loss: 2.27378
Epoch: 0 | Iteration: 40 | Classification loss: 1.18312 | Regression loss: 0.93751 | Running loss: 2.27004
Epoch: 0 | Iteration: 41 | Classification loss: 1.17884 | Regression loss: 0.83576 | Running loss: 2.26396
Epoch: 0 | Iteration: 42 | Classification loss: 1.19242 | Regression loss: 0.84056 | Running loss: 2.25859
Epoch: 0 | Iteration: 43 | Classification loss: 1.18226 | Regression loss: 0.90251 | Running loss: 2.25464
Epoch: 0 | Iteration: 44 | Classification loss: 1.18252 | Regression loss: 0.80980 | Running loss: 2.24881
Epoch: 0 | Iteration: 45 | Classification loss: 1.19351 | Regression loss: 1.10547 | Running loss: 2.24990
Epoch: 0 | Iteration: 46 | Classification loss: 1.19142 | Regression loss: 1.08046 | Running loss: 2.25037
Epoch: 0 | Iteration: 47 | Classification loss: 1.17924 | Regression loss: 1.15828 | Running loss: 2.25218
Epoch: 0 | Iteration: 48 | Classification loss: 1.16159 | Regression loss: 0.94856 | Running loss: 2.24928
Epoch: 0 | Iteration: 49 | Classification loss: 1.18048 | Regression loss: 0.93842 | Running loss: 2.24668
Epoch: 0 | Iteration: 50 | Classification loss: 1.16298 | Regression loss: 0.90145 | Running loss: 2.24310
Epoch: 0 | Iteration: 51 | Classification loss: 1.18860 | Regression loss: 0.91021 | Running loss: 2.24033
Epoch: 0 | Iteration: 52 | Classification loss: 1.17588 | Regression loss: 1.09715 | Running loss: 2.24094
Epoch: 0 | Iteration: 53 | Classification loss: 1.16641 | Regression loss: 0.69519 | Running loss: 2.23392
Epoch: 0 | Iteration: 54 | Classification loss: 1.16897 | Regression loss: 0.81813 | Running loss: 2.22943
Epoch: 0 | Iteration: 55 | Classification loss: 1.18642 | Regression loss: 1.19575 | Running loss: 2.23216
Epoch: 0 | Iteration: 56 | Classification loss: 1.17489 | Regression loss: 1.03266 | Running loss: 2.23173
Epoch: 0 | Iteration: 57 | Classification loss: 1.15434 | Regression loss: 0.91278 | Running loss: 2.22889
Epoch: 0 | Iteration: 58 | Classification loss: 1.16111 | Regression loss: 0.82849 | Running loss: 2.22483
Epoch: 0 | Iteration: 59 | Classification loss: 1.17081 | Regression loss: 0.78904 | Running loss: 2.22042
Epoch: 0 | Iteration: 60 | Classification loss: 1.16873 | Regression loss: 0.78750 | Running loss: 2.21609
Epoch: 0 | Iteration: 61 | Classification loss: 1.16390 | Regression loss: 0.82501 | Running loss: 2.21242
Epoch: 0 | Iteration: 62 | Classification loss: 1.16502 | Regression loss: 0.80008 | Running loss: 2.20850
Epoch: 0 | Iteration: 63 | Classification loss: 1.17161 | Regression loss: 0.83511 | Running loss: 2.20534
Epoch: 0 | Iteration: 64 | Classification loss: 1.16298 | Regression loss: 0.95748 | Running loss: 2.20404
Epoch: 0 | Iteration: 65 | Classification loss: 1.16442 | Regression loss: 0.89548 | Running loss: 2.20185
Epoch: 0 | Iteration: 66 | Classification loss: 1.16708 | Regression loss: 0.72388 | Running loss: 2.19721
Epoch: 0 | Iteration: 67 | Classification loss: 1.15662 | Regression loss: 0.67390 | Running loss: 2.19182
Epoch: 0 | Iteration: 68 | Classification loss: 1.23729 | Regression loss: 0.98716 | Running loss: 2.19229
Epoch: 0 | Iteration: 69 | Classification loss: 1.15819 | Regression loss: 0.87175 | Running loss: 2.18997
Epoch: 0 | Iteration: 70 | Classification loss: 1.18335 | Regression loss: 0.90551 | Running loss: 2.18855
Epoch: 0 | Iteration: 71 | Classification loss: 1.16732 | Regression loss: 0.99295 | Running loss: 2.18816
Epoch: 0 | Iteration: 72 | Classification loss: 1.15192 | Regression loss: 0.67984 | Running loss: 2.18328
Epoch: 0 | Iteration: 73 | Classification loss: 1.16132 | Regression loss: 0.82520 | Running loss: 2.18062
Epoch: 0 | Iteration: 74 | Classification loss: 1.15772 | Regression loss: 1.03039 | Running loss: 2.18072
Epoch: 0 | Iteration: 75 | Classification loss: 1.16230 | Regression loss: 0.74028 | Running loss: 2.17706
Epoch: 0 | Iteration: 76 | Classification loss: 1.15413 | Regression loss: 0.97774 | Running loss: 2.17647
Epoch: 0 | Iteration: 77 | Classification loss: 1.16660 | Regression loss: 0.82221 | Running loss: 2.17406
Epoch: 0 | Iteration: 78 | Classification loss: 1.47447 | Regression loss: 0.78043 | Running loss: 2.17509
Epoch: 0 | Iteration: 79 | Classification loss: 1.16468 | Regression loss: 0.70399 | Running loss: 2.17126
Epoch: 0 | Iteration: 80 | Classification loss: 1.16661 | Regression loss: 1.01199 | Running loss: 2.17135
Epoch: 0 | Iteration: 81 | Classification loss: 1.16701 | Regression loss: 0.70702 | Running loss: 2.16772
Epoch: 0 | Iteration: 82 | Classification loss: 1.16197 | Regression loss: 0.81704 | Running loss: 2.16545
Epoch: 0 | Iteration: 83 | Classification loss: 1.17265 | Regression loss: 0.90558 | Running loss: 2.16441
Epoch: 0 | Iteration: 84 | Classification loss: 1.23864 | Regression loss: 0.98022 | Running loss: 2.16505
Epoch: 0 | Iteration: 85 | Classification loss: 1.16296 | Regression loss: 0.85022 | Running loss: 2.16328
Epoch: 0 | Iteration: 86 | Classification loss: 1.17039 | Regression loss: 0.83019 | Running loss: 2.16141
Epoch: 0 | Iteration: 87 | Classification loss: 1.17604 | Regression loss: 0.91107 | Running loss: 2.16057
Epoch: 0 | Iteration: 88 | Classification loss: 1.15227 | Regression loss: 0.94617 | Running loss: 2.15987
Epoch: 0 | Iteration: 89 | Classification loss: 1.16223 | Regression loss: 0.96373 | Running loss: 2.15950
Epoch: 0 | Iteration: 90 | Classification loss: 1.15498 | Regression loss: 0.57712 | Running loss: 2.15480
Epoch: 0 | Iteration: 91 | Classification loss: 1.15566 | Regression loss: 0.84301 | Running loss: 2.15310
Epoch: 0 | Iteration: 92 | Classification loss: 1.16548 | Regression loss: 0.82205 | Running loss: 2.15132
Epoch: 0 | Iteration: 93 | Classification loss: 1.15907 | Regression loss: 0.66778 | Running loss: 2.14787
Epoch: 0 | Iteration: 94 | Classification loss: 1.15249 | Regression loss: 0.62490 | Running loss: 2.14397
Epoch: 0 | Iteration: 95 | Classification loss: 1.15487 | Regression loss: 0.88430 | Running loss: 2.14288
Epoch: 0 | Iteration: 96 | Classification loss: 1.16370 | Regression loss: 0.87304 | Running loss: 2.14178
Epoch: 0 | Iteration: 97 | Classification loss: 1.15433 | Regression loss: 0.65902 | Running loss: 2.13843
Epoch: 0 | Iteration: 98 | Classification loss: 1.15632 | Regression loss: 0.70582 | Running loss: 2.13564
Epoch: 0 | Iteration: 99 | Classification loss: 1.15360 | Regression loss: 0.86714 | Running loss: 2.13449
Epoch: 0 | Iteration: 100 | Classification loss: 1.16166 | Regression loss: 0.85126 | Running loss: 2.13329
Epoch: 0 | Iteration: 101 | Classification loss: 1.18970 | Regression loss: 0.80503 | Running loss: 2.13193
Epoch: 0 | Iteration: 102 | Classification loss: 1.16577 | Regression loss: 0.97210 | Running loss: 2.13199
Epoch: 0 | Iteration: 103 | Classification loss: 1.14968 | Regression loss: 0.37344 | Running loss: 2.12613
Epoch: 0 | Iteration: 104 | Classification loss: 1.15766 | Regression loss: 0.63870 | Running loss: 2.12299
Epoch: 0 | Iteration: 105 | Classification loss: 1.15163 | Regression loss: 0.29623 | Running loss: 2.11662
Epoch: 0 | Iteration: 106 | Classification loss: 1.15344 | Regression loss: 0.55131 | Running loss: 2.11277
Epoch: 0 | Iteration: 107 | Classification loss: 1.15884 | Regression loss: 0.69044 | Running loss: 2.11033
Epoch: 0 | Iteration: 108 | Classification loss: 1.15363 | Regression loss: 0.51065 | Running loss: 2.10624
Epoch: 0 | Iteration: 109 | Classification loss: 1.15271 | Regression loss: 0.91193 | Running loss: 2.10586
Epoch: 0 | Iteration: 110 | Classification loss: 1.15708 | Regression loss: 0.91573 | Running loss: 2.10557
Epoch: 0 | Iteration: 111 | Classification loss: 1.15374 | Regression loss: 0.67753 | Running loss: 2.10312
Epoch: 0 | Iteration: 112 | Classification loss: 1.22890 | Regression loss: 0.93062 | Running loss: 2.10362
Epoch: 0 | Iteration: 113 | Classification loss: 1.15899 | Regression loss: 0.44028 | Running loss: 2.09919
Epoch: 0 | Iteration: 114 | Classification loss: 1.15411 | Regression loss: 0.82245 | Running loss: 2.09813
Epoch: 0 | Iteration: 115 | Classification loss: 1.15492 | Regression loss: 0.80310 | Running loss: 2.09692
Epoch: 0 | Iteration: 116 | Classification loss: 1.15342 | Regression loss: 1.03342 | Running loss: 2.09769
Epoch: 0 | Iteration: 117 | Classification loss: 1.15267 | Regression loss: 0.79801 | Running loss: 2.09644
Epoch: 0 | Iteration: 118 | Classification loss: 1.16543 | Regression loss: 1.05348 | Running loss: 2.09747
Epoch: 0 | Iteration: 119 | Classification loss: 1.14348 | Regression loss: 0.64016 | Running loss: 2.09485
Epoch: 0 | Iteration: 120 | Classification loss: 1.15554 | Regression loss: 0.73326 | Running loss: 2.09315
Epoch: 0 | Iteration: 121 | Classification loss: 1.15392 | Regression loss: 0.90481 | Running loss: 2.09287
Epoch: 0 | Iteration: 122 | Classification loss: 1.15222 | Regression loss: 0.47867 | Running loss: 2.08911
Epoch: 0 | Iteration: 123 | Classification loss: 1.15248 | Regression loss: 0.71088 | Running loss: 2.08729
Epoch: 0 | Iteration: 124 | Classification loss: 1.14549 | Regression loss: 0.61385 | Running loss: 2.08467
Epoch: 0 | Iteration: 125 | Classification loss: 1.16240 | Regression loss: 0.87919 | Running loss: 2.08433
Epoch: 0 | Iteration: 126 | Classification loss: 1.15419 | Regression loss: 0.70989 | Running loss: 2.08259
Epoch: 0 | Iteration: 127 | Classification loss: 1.15486 | Regression loss: 0.52486 | Running loss: 2.07945
Epoch: 0 | Iteration: 128 | Classification loss: 1.15470 | Regression loss: 0.86872 | Running loss: 2.07901
Epoch: 0 | Iteration: 129 | Classification loss: 1.14452 | Regression loss: 0.50962 | Running loss: 2.07574
Epoch: 0 | Iteration: 130 | Classification loss: 1.15631 | Regression loss: 0.90585 | Running loss: 2.07564
Epoch: 0 | Iteration: 131 | Classification loss: 1.15596 | Regression loss: 0.86044 | Running loss: 2.07519
Epoch: 0 | Iteration: 132 | Classification loss: 1.14789 | Regression loss: 0.55406 | Running loss: 2.07239
Epoch: 0 | Iteration: 133 | Classification loss: 1.15487 | Regression loss: 0.62847 | Running loss: 2.07023
Epoch: 0 | Iteration: 134 | Classification loss: 1.15215 | Regression loss: 0.68228 | Running loss: 2.06848
Epoch: 0 | Iteration: 135 | Classification loss: 1.15206 | Regression loss: 0.49412 | Running loss: 2.06538
Epoch: 0 | Iteration: 136 | Classification loss: 1.15194 | Regression loss: 0.70390 | Running loss: 2.06385
Epoch: 0 | Iteration: 137 | Classification loss: 1.16665 | Regression loss: 0.86048 | Running loss: 2.06358
Epoch: 0 | Iteration: 138 | Classification loss: 1.15302 | Regression loss: 0.46674 | Running loss: 2.06039
Epoch: 0 | Iteration: 139 | Classification loss: 1.15347 | Regression loss: 0.94443 | Running loss: 2.06066
Epoch: 0 | Iteration: 140 | Classification loss: 1.15327 | Regression loss: 0.70700 | Running loss: 2.05923
Epoch: 0 | Iteration: 141 | Classification loss: 1.14882 | Regression loss: 0.66356 | Running loss: 2.05750
Epoch: 0 | Iteration: 142 | Classification loss: 1.15029 | Regression loss: 0.44787 | Running loss: 2.05428
Epoch: 0 | Iteration: 143 | Classification loss: 1.15734 | Regression loss: 0.67556 | Running loss: 2.05275
Epoch: 0 | Iteration: 144 | Classification loss: 1.15096 | Regression loss: 0.41280 | Running loss: 2.04937
Epoch: 0 | Iteration: 145 | Classification loss: 1.15612 | Regression loss: 0.84287 | Running loss: 2.04903
Epoch: 0 | Iteration: 146 | Classification loss: 1.14865 | Regression loss: 0.76585 | Running loss: 2.04811
Epoch: 0 | Iteration: 147 | Classification loss: 1.14891 | Regression loss: 0.59459 | Running loss: 2.04606
Epoch: 0 | Iteration: 148 | Classification loss: 1.14431 | Regression loss: 0.76800 | Running loss: 2.04516
Epoch: 0 | Iteration: 149 | Classification loss: 1.14608 | Regression loss: 0.55684 | Running loss: 2.04288
Epoch: 0 | Iteration: 150 | Classification loss: 1.15615 | Regression loss: 0.86486 | Running loss: 2.04273
Epoch: 0 | Iteration: 151 | Classification loss: 1.14727 | Regression loss: 0.76035 | Running loss: 2.04184
Epoch: 0 | Iteration: 152 | Classification loss: 1.14262 | Regression loss: 0.61945 | Running loss: 2.04001
Epoch: 0 | Iteration: 153 | Classification loss: 1.14802 | Regression loss: 0.68473 | Running loss: 2.03867
Epoch: 0 | Iteration: 154 | Classification loss: 1.14546 | Regression loss: 0.70889 | Running loss: 2.03748
Epoch: 0 | Iteration: 155 | Classification loss: 1.16357 | Regression loss: 0.70584 | Running loss: 2.03640
Epoch: 0 | Iteration: 156 | Classification loss: 1.14735 | Regression loss: 0.48147 | Running loss: 2.03381
Epoch: 0 | Iteration: 157 | Classification loss: 1.15105 | Regression loss: 0.75275 | Running loss: 2.03298
Epoch: 0 | Iteration: 158 | Classification loss: 1.14348 | Regression loss: 0.43848 | Running loss: 2.03015
Epoch: 0 | Iteration: 159 | Classification loss: 1.33546 | Regression loss: 0.73900 | Running loss: 2.03042
Epoch: 0 | Iteration: 160 | Classification loss: 1.14993 | Regression loss: 0.95543 | Running loss: 2.03089
Epoch: 0 | Iteration: 161 | Classification loss: 1.14889 | Regression loss: 0.44249 | Running loss: 2.02818
Epoch: 0 | Iteration: 162 | Classification loss: 1.14358 | Regression loss: 0.66405 | Running loss: 2.02682
Epoch: 0 | Iteration: 163 | Classification loss: 1.14947 | Regression loss: 0.60074 | Running loss: 2.02514
Epoch: 0 | Iteration: 164 | Classification loss: 1.14738 | Regression loss: 0.92414 | Running loss: 2.02542
Epoch: 0 | Iteration: 165 | Classification loss: 1.14757 | Regression loss: 0.72676 | Running loss: 2.02451
Epoch: 0 | Iteration: 166 | Classification loss: 1.14634 | Regression loss: 0.72880 | Running loss: 2.02361
Epoch: 0 | Iteration: 167 | Classification loss: 1.14541 | Regression loss: 0.63741 | Running loss: 2.02218
Epoch: 0 | Iteration: 168 | Classification loss: 1.14855 | Regression loss: 0.71496 | Running loss: 2.02124
Epoch: 0 | Iteration: 169 | Classification loss: 1.14813 | Regression loss: 0.90943 | Running loss: 2.02145
Epoch: 0 | Iteration: 170 | Classification loss: 1.14572 | Regression loss: 0.50829 | Running loss: 2.01931
Epoch: 0 | Iteration: 171 | Classification loss: 1.14901 | Regression loss: 0.61122 | Running loss: 2.01780
Epoch: 0 | Iteration: 172 | Classification loss: 1.14613 | Regression loss: 0.61438 | Running loss: 2.01631
Epoch: 0 | Iteration: 173 | Classification loss: 1.16054 | Regression loss: 0.86884 | Running loss: 2.01639
Epoch: 0 | Iteration: 174 | Classification loss: 1.14380 | Regression loss: 0.86556 | Running loss: 2.01635
Epoch: 0 | Iteration: 175 | Classification loss: 1.16677 | Regression loss: 0.80437 | Running loss: 2.01609
Epoch: 0 | Iteration: 176 | Classification loss: 1.15029 | Regression loss: 0.62918 | Running loss: 2.01475
Epoch: 0 | Iteration: 177 | Classification loss: 1.15997 | Regression loss: 0.77217 | Running loss: 2.01429
Epoch: 0 | Iteration: 178 | Classification loss: 1.19567 | Regression loss: 0.85741 | Running loss: 2.01451
Epoch: 0 | Iteration: 179 | Classification loss: 1.14638 | Regression loss: 0.64399 | Running loss: 2.01326
Epoch: 0 | Iteration: 180 | Classification loss: 1.18469 | Regression loss: 0.75997 | Running loss: 2.01288
Epoch: 0 | Iteration: 181 | Classification loss: 1.14715 | Regression loss: 0.66076 | Running loss: 2.01176
Epoch: 0 | Iteration: 182 | Classification loss: 1.14485 | Regression loss: 0.66216 | Running loss: 2.01064
Epoch: 0 | Iteration: 183 | Classification loss: 1.17523 | Regression loss: 0.95867 | Running loss: 2.01131
Epoch: 0 | Iteration: 184 | Classification loss: 1.14335 | Regression loss: 0.69150 | Running loss: 2.01035
Epoch: 0 | Iteration: 185 | Classification loss: 1.15028 | Regression loss: 0.59530 | Running loss: 2.00893
Epoch: 0 | Iteration: 186 | Classification loss: 1.13999 | Regression loss: 0.70844 | Running loss: 2.00807
Epoch: 0 | Iteration: 187 | Classification loss: 1.14535 | Regression loss: 0.55509 | Running loss: 2.00643
Epoch: 0 | Iteration: 188 | Classification loss: 1.15327 | Regression loss: 0.87888 | Running loss: 2.00657
Epoch: 0 | Iteration: 189 | Classification loss: 1.14404 | Regression loss: 0.37001 | Running loss: 2.00398
Epoch: 0 | Iteration: 190 | Classification loss: 1.14613 | Regression loss: 0.62459 | Running loss: 2.00276
Epoch: 0 | Iteration: 191 | Classification loss: 1.14159 | Regression loss: 0.59985 | Running loss: 2.00140
Epoch: 0 | Iteration: 192 | Classification loss: 1.14864 | Regression loss: 0.40398 | Running loss: 1.99907
Epoch: 0 | Iteration: 193 | Classification loss: 1.14018 | Regression loss: 0.79231 | Running loss: 1.99873
Epoch: 0 | Iteration: 194 | Classification loss: 1.15020 | Regression loss: 0.37197 | Running loss: 1.99628
Epoch: 0 | Iteration: 195 | Classification loss: 1.14908 | Regression loss: 0.64324 | Running loss: 1.99524
Epoch: 0 | Iteration: 196 | Classification loss: 1.14299 | Regression loss: 0.68309 | Running loss: 1.99438
Epoch: 0 | Iteration: 197 | Classification loss: 1.14626 | Regression loss: 0.62043 | Running loss: 1.99323
Epoch: 0 | Iteration: 198 | Classification loss: 1.14147 | Regression loss: 0.54667 | Running loss: 1.99170
Epoch: 0 | Iteration: 199 | Classification loss: 1.14455 | Regression loss: 0.82705 | Running loss: 1.99160
Epoch: 0 | Iteration: 200 | Classification loss: 1.14658 | Regression loss: 0.46799 | Running loss: 1.98972
Epoch: 0 | Iteration: 201 | Classification loss: 1.14524 | Regression loss: 0.70758 | Running loss: 1.98905
Epoch: 0 | Iteration: 202 | Classification loss: 1.16947 | Regression loss: 0.60501 | Running loss: 1.98799
Epoch: 0 | Iteration: 203 | Classification loss: 1.14412 | Regression loss: 0.51876 | Running loss: 1.98640
Epoch: 0 | Iteration: 204 | Classification loss: 1.15931 | Regression loss: 0.67521 | Running loss: 1.98566
Epoch: 0 | Iteration: 205 | Classification loss: 1.14744 | Regression loss: 0.64011 | Running loss: 1.98469
Epoch: 0 | Iteration: 206 | Classification loss: 1.14805 | Regression loss: 0.70766 | Running loss: 1.98407
Epoch: 0 | Iteration: 207 | Classification loss: 1.14497 | Regression loss: 0.53612 | Running loss: 1.98261
Epoch: 0 | Iteration: 208 | Classification loss: 1.15363 | Regression loss: 0.86908 | Running loss: 1.98281
Epoch: 0 | Iteration: 209 | Classification loss: 1.14348 | Regression loss: 0.76622 | Running loss: 1.98246
Epoch: 0 | Iteration: 210 | Classification loss: 1.14382 | Regression loss: 0.58340 | Running loss: 1.98125
Epoch: 0 | Iteration: 211 | Classification loss: 1.14151 | Regression loss: 0.64587 | Running loss: 1.98033
Epoch: 0 | Iteration: 212 | Classification loss: 1.14870 | Regression loss: 0.51443 | Running loss: 1.97884
Epoch: 0 | Iteration: 213 | Classification loss: 1.14931 | Regression loss: 0.61995 | Running loss: 1.97787
Epoch: 0 | Iteration: 214 | Classification loss: 1.13990 | Regression loss: 0.53647 | Running loss: 1.97646
Epoch: 0 | Iteration: 215 | Classification loss: 1.14851 | Regression loss: 0.63556 | Running loss: 1.97557
Epoch: 0 | Iteration: 216 | Classification loss: 1.14381 | Regression loss: 0.60572 | Running loss: 1.97453
Epoch: 0 | Iteration: 217 | Classification loss: 1.33434 | Regression loss: 0.75497 | Running loss: 1.97506
Epoch: 0 | Iteration: 218 | Classification loss: 1.14469 | Regression loss: 0.83081 | Running loss: 1.97506
Epoch: 0 | Iteration: 219 | Classification loss: 1.14473 | Regression loss: 0.70264 | Running loss: 1.97448
Epoch: 0 | Iteration: 220 | Classification loss: 1.14231 | Regression loss: 0.56142 | Running loss: 1.97325
Epoch: 0 | Iteration: 221 | Classification loss: 1.14498 | Regression loss: 0.73535 | Running loss: 1.97284
Epoch: 0 | Iteration: 222 | Classification loss: 1.14175 | Regression loss: 0.60752 | Running loss: 1.97183
Epoch: 0 | Iteration: 223 | Classification loss: 1.14212 | Regression loss: 0.57843 | Running loss: 1.97071
Epoch: 0 | Iteration: 224 | Classification loss: 1.14445 | Regression loss: 0.51632 | Running loss: 1.96933
Epoch: 0 | Iteration: 225 | Classification loss: 1.14638 | Regression loss: 0.51830 | Running loss: 1.96799
Epoch: 0 | Iteration: 226 | Classification loss: 1.15766 | Regression loss: 0.72893 | Running loss: 1.96763
Epoch: 0 | Iteration: 227 | Classification loss: 1.16035 | Regression loss: 0.64391 | Running loss: 1.96691
Epoch: 0 | Iteration: 228 | Classification loss: 1.14478 | Regression loss: 0.74648 | Running loss: 1.96658
Epoch: 0 | Iteration: 229 | Classification loss: 1.14677 | Regression loss: 0.49107 | Running loss: 1.96515
Epoch: 0 | Iteration: 230 | Classification loss: 1.14528 | Regression loss: 0.57798 | Running loss: 1.96410
Epoch: 0 | Iteration: 231 | Classification loss: 1.14658 | Regression loss: 0.78259 | Running loss: 1.96395
Epoch: 0 | Iteration: 232 | Classification loss: 1.17951 | Regression loss: 0.86184 | Running loss: 1.96428
Epoch: 0 | Iteration: 233 | Classification loss: 1.14593 | Regression loss: 0.68002 | Running loss: 1.96369
Epoch: 0 | Iteration: 234 | Classification loss: 1.16520 | Regression loss: 0.68824 | Running loss: 1.96322
Epoch: 0 | Iteration: 235 | Classification loss: 1.14659 | Regression loss: 0.66874 | Running loss: 1.96260
Epoch: 0 | Iteration: 236 | Classification loss: 1.14395 | Regression loss: 0.43506 | Running loss: 1.96098
Epoch: 0 | Iteration: 237 | Classification loss: 1.15025 | Regression loss: 0.78537 | Running loss: 1.96087
Epoch: 0 | Iteration: 238 | Classification loss: 1.13924 | Regression loss: 0.51898 | Running loss: 1.95961
Epoch: 0 | Iteration: 239 | Classification loss: 1.15804 | Regression loss: 0.79955 | Running loss: 1.95960
Epoch: 0 | Iteration: 240 | Classification loss: 1.15545 | Regression loss: 0.79417 | Running loss: 1.95956
Epoch: 0 | Iteration: 241 | Classification loss: 1.14910 | Regression loss: 0.44935 | Running loss: 1.95806
Epoch: 0 | Iteration: 242 | Classification loss: 1.14494 | Regression loss: 0.53122 | Running loss: 1.95690
Epoch: 0 | Iteration: 243 | Classification loss: 1.14635 | Regression loss: 0.43700 | Running loss: 1.95537
Epoch: 0 | Iteration: 244 | Classification loss: 1.14320 | Regression loss: 0.61218 | Running loss: 1.95456
Epoch: 0 | Iteration: 245 | Classification loss: 1.15681 | Regression loss: 0.65521 | Running loss: 1.95398
Epoch: 0 | Iteration: 246 | Classification loss: 1.14400 | Regression loss: 0.43853 | Running loss: 1.95247
Epoch: 0 | Iteration: 247 | Classification loss: 1.14537 | Regression loss: 0.65756 | Running loss: 1.95187
Epoch: 0 | Iteration: 248 | Classification loss: 1.14948 | Regression loss: 0.42464 | Running loss: 1.95035
Epoch: 0 | Iteration: 249 | Classification loss: 1.14596 | Regression loss: 0.60897 | Running loss: 1.94957
Epoch: 0 | Iteration: 250 | Classification loss: 1.15844 | Regression loss: 0.78861 | Running loss: 1.94956
Epoch: 0 | Iteration: 251 | Classification loss: 1.14433 | Regression loss: 0.39588 | Running loss: 1.94794
Epoch: 0 | Iteration: 252 | Classification loss: 1.14516 | Regression loss: 0.48232 | Running loss: 1.94667
